domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
mvk.usace.army.mil,15310,18713,15310,1.222273024,10.22246897,15310
ohrp.cit.nih.gov,15310,166713,6805,10.88915741,385.8981058,15310
papahanaumokuakea.gov,15310,22115,10207,1.444480732,0.222207707,15310
prevention.nih.gov,15310,37425,15310,2.444480732,79.89079033,11908
psc.gov,15310,25517,15310,1.666688439,11.77805356,15310
reporting.research.gov,15310,426989,15310,27.88954931,971.4676029,42529
rt.cto.mil,15310,30621,6805,2.000065317,282.2289353,17012
seec.gsfc.nasa.gov,15310,17012,15310,1.11116917,93.66890921,15310
sl.usembassy.gov,15310,28920,15310,1.888961463,89.22436316,15310
sohowww.nascom.nasa.gov,15310,23816,15310,1.555584585,69.5572175,15310
stats.bls.gov,15310,34023,18713,2.222273024,364.5642717,18713
stb.gov,15310,30621,10207,2.000065317,223.6719791,15310
tech.gsa.gov,15310,20414,10207,1.333376878,1.777792293,15310
tecom.marines.mil,15310,23816,13609,1.555584585,23.1116917,17012
tm.usembassy.gov,15310,37425,13609,2.444480732,222.6719791,18713
tyndall.af.mil,15310,15310,15310,1,19.77824951,15310
usarj.army.mil,15310,23816,13609,1.555584585,60.00143697,15310
vandenberg.spaceforce.mil,15310,44230,15310,2.888961463,122.5584585,15310
vets4212.dol.gov,15310,83356,10207,5.444546048,644.570934,13609
volcanoes.usgs.gov,15310,34023,15310,2.222273024,22.44500327,17012
webpricer.cms.gov,15310,30621,13609,2.000065317,23.55610712,15310
18f.gsa.gov,13609,15310,13609,1.124990815,4.50003674,15310
419fw.afrc.af.mil,13609,28920,5103,2.125064296,610.2595341,11908
5500search.dol.gov,13609,23816,10207,1.75001837,110.2517452,13609
alpha.sam.gov,13609,142897,6805,10.5001837,253.6289955,15310
amc.army.mil,13609,27218,6805,2,42.50069807,13609
baypines.va.gov,13609,28920,17012,2.125064296,45.87574399,20414
bep.gov,13609,37425,11908,2.75001837,394.6311999,13609
beta.ada.gov,13609,62943,11908,4.625101036,136.1271218,15310
cactus.nci.nih.gov,13609,37425,10207,2.75001837,111.5017268,15310
camp-pendleton.tricare.mil,13609,40828,8506,3.000073481,63.50099199,13609
carlisle.armymwr.com,13609,17012,8506,1.250055111,211.5033434,13609
catran.sba.gov,13609,18713,11908,1.375045925,133.1271218,11908
cfm.va.gov,13609,22115,10207,1.625027555,37.37556029,15310
cincinnati.va.gov,13609,18713,8506,1.375045925,48.37578073,15310
cusnc.navy.mil,13609,15310,13609,1.124990815,23.62539496,13609
dailyburialschedule.cem.va.gov,13609,105471,17012,7.750091851,109.8766992,27218
disposal.gsa.gov,13609,47632,20414,3.50003674,84.00132265,17012
dj.usembassy.gov,13609,32322,17012,2.375045925,255.6289955,11908
dragonhilllodge.com,13609,18713,11908,1.375045925,10.00014696,13609
edgarfiling.sec.gov,13609,59540,8506,4.375045925,413.7564847,8506
ethics.od.nih.gov,13609,40828,15310,3.000073481,15.87522963,11908
ftig.ng.mil,13609,32322,13609,2.375045925,42.50069807,13609
indianaffairs.gov,13609,27218,10207,2,315.50496,13609
kenner.tricare.mil,13609,23816,10207,1.75001837,48.62576236,13609
lv.usembassy.gov,13609,15310,13609,1.124990815,57.37592769,11908
medpix.nlm.nih.gov,13609,37425,13609,2.75001837,186.5029025,13609
modis-images.gsfc.nasa.gov,13609,27218,1701,2,304.7547946,13609
move.mil,13609,15310,13609,1.124990815,18.00029392,13609
mytravel.state.gov,13609,37425,5103,2.75001837,103.2515982,20414
nab.usace.army.mil,13609,17012,13609,1.250055111,111.7517819,13609
nan.usace.army.mil,13609,15310,11908,1.124990815,32.87552355,13609
nasaeclips.arc.nasa.gov,13609,17012,11908,1.250055111,118.7518554,10207
ncoworldwide.army.mil,13609,22115,13609,1.625027555,33.00051437,13609
ncp.nist.gov,13609,15310,11908,1.124990815,106.2516717,13609
nebraska.va.gov,13609,34023,11908,2.50003674,123.0019105,13609
nfipservices.floodsmart.gov,13609,23816,13609,1.75001837,148.0023514,13609
nrl.navy.mil,13609,51035,8506,3.750091851,294.1296201,13609
ocrcas.ed.gov,13609,30621,15310,2.250055111,2.875009185,17012
ofmpub.epa.gov,13609,44230,17012,3.250055111,199.2531413,17012
oig.dol.gov,13609,25517,5103,1.875009185,13.12521126,13609
osi.af.mil,13609,37425,13609,2.75001837,199.3781321,13609
osmre.gov,13609,13609,10207,1,1.50003674,13609
patientsafety.va.gov,13609,13609,13609,1,0,13609
pivauth.nih.gov,13609,23816,5103,1.75001837,8.625101036,13609
portal.diver.orr.noaa.gov,13609,57839,1701,4.250055111,179.0027923,23816
privacyruleandresearch.nih.gov,13609,15310,11908,1.124990815,3.750091851,13609
proteomics.cancer.gov,13609,18713,3402,1.375045925,24.50040414,11908
providence.va.gov,13609,22115,8506,1.625027555,3.750091851,15310
repository.library.noaa.gov,13609,25517,8506,1.875009185,255.7539863,11908
safety.af.mil,13609,25517,11908,1.875009185,39.75060622,13609
seymourjohnson.af.mil,13609,20414,10207,1.50003674,127.001984,13609
stuttgart.armymwr.com,13609,18713,10207,1.375045925,202.3782056,13609
surveillance.cancer.gov,13609,42529,11908,3.125064296,31.12550518,18713
trafficsafetymarketing.gov,13609,44230,10207,3.250055111,126.5019472,13609
travis.tricare.mil,13609,17012,8506,1.250055111,119.7518554,13609
treasury.usajobs.gov,13609,23816,8506,1.75001837,15.37526637,13609
valor.defense.gov,13609,23816,11908,1.75001837,161.0024983,11908
wrp.gov,13609,22115,13609,1.625027555,64.12601955,13609
193sow.ang.af.mil,11908,27218,6805,2.285690292,122.7148975,10207
3rdmardiv.marines.mil,11908,15310,10207,1.285690292,18.28577427,11908
ac.cto.mil,11908,15310,6805,1.285690292,53.71456164,11908
aeronet.gsfc.nasa.gov,11908,83356,6805,7,598.7174169,11908
aflcmc.af.mil,11908,17012,11908,1.428619416,24.57154854,11908
ai.gov,11908,22115,10207,1.857154854,160.7151495,11908
alumni.state.gov,11908,52736,10207,4.428619416,249.5727242,10207
andrews.tricare.mil,11908,28920,6805,2.428619416,152.2865301,11908
apfs-cloud.dhs.gov,11908,23816,10207,2,10.00008398,11908
appel.nasa.gov,11908,40828,8506,3.428619416,436.7165771,11908
arcyber.army.mil,11908,27218,11908,2.285690292,120.5720524,10207
asd.gsfc.nasa.gov,11908,18713,11908,1.571464562,169.1437689,11908
authtest.nih.gov,11908,13609,8506,1.142845146,0,11908
beaconregistration.noaa.gov,11908,49333,11908,4.142845146,215.286866,11908
beale.af.mil,11908,23816,11908,2,201.4296271,11908
bh.usembassy.gov,11908,18713,11908,1.571464562,28.85732281,11908
cleveland.va.gov,11908,32322,13609,2.714309708,22.71439368,15310
clinregs.niaid.nih.gov,11908,22115,13609,1.857154854,29.00016795,13609
cneos.jpl.nasa.gov,11908,11908,10207,1,0,11908
columbiamo.va.gov,11908,25517,8506,2.142845146,124.5720524,15310
columbus.af.mil,11908,27218,10207,2.285690292,61.00033591,11908
connectedcare.va.gov,11908,17012,8506,1.428619416,5.285774269,11908
cto.mil,11908,15310,6805,1.285690292,341.7160732,10207
darrp.noaa.gov,11908,11908,11908,1,0,11908
detrick.armymwr.com,11908,11908,3402,1,0,11908
dlmf.nist.gov,11908,15310,11908,1.285690292,116.2862781,11908
docs.gdc.cancer.gov,11908,42529,15310,3.571464562,44.85740679,18713
dod.usajobs.gov,11908,18713,11908,1.571464562,325.0016795,10207
dodcui.mil,11908,27218,10207,2.285690292,284.5728922,11908
domains.dotgov.gov,11908,22115,3402,1.857154854,158.7151495,11908
dtra.mil,11908,15310,10207,1.285690292,1.142845146,11908
dyess.af.mil,11908,39126,10207,3.285690292,117.5720524,11908
espanol.mycreditunion.gov,11908,11908,8506,1,0,11908
factor.niehs.nih.gov,11908,23816,13609,2,72.42895532,13609
fdr.blogs.archives.gov,11908,11908,11908,1,81.71472959,10207
foreignlaborcert.doleta.gov,11908,15310,11908,1.285690292,5.285774269,11908
fsc.va.gov,11908,32322,8506,2.714309708,171.286614,11908
gn.usembassy.gov,11908,47632,3402,4,323.2873698,11908
hearing.health.mil,11908,28920,6805,2.428619416,25.57154854,11908
hq.nasa.gov,11908,22115,13609,1.857154854,159.2865301,11908
hurlburt.af.mil,11908,15310,11908,1.285690292,15.28577427,11908
iiimef.marines.mil,11908,27218,10207,2.285690292,32.28585825,11908
iprr.cbp.gov,11908,175219,1701,14.71439368,983.5765032,11908
iwr.usace.army.mil,11908,22115,10207,1.857154854,122.0006718,11908
jbcharleston.jb.mil,11908,23816,11908,2,131.4292912,11908
joltsdata.bls.gov,11908,52736,11908,4.428619416,293.2872019,11908
learn.nlm.nih.gov,11908,20414,13609,1.714309708,70.71464562,11908
legacy.trade.gov,11908,18713,13609,1.571464562,6.857154854,11908
lew.epa.gov,11908,17012,5103,1.428619416,0,11908
lexington.va.gov,11908,27218,13609,2.285690292,79.85757474,11908
lhncbc.nlm.nih.gov,11908,32322,10207,2.714309708,19.00008398,11908
losangeles.va.gov,11908,15310,10207,1.285690292,5.714309708,13609
lrl.usace.army.mil,11908,17012,10207,1.428619416,244.4298791,11908
m.waterdata.usgs.gov,11908,15310,10207,1.285690292,33.28585825,11908
martin.tricare.mil,11908,18713,6805,1.571464562,9.142929123,11908
mcasiwakuni.marines.mil,11908,37425,11908,3.142845146,424.0021834,11908
mcbbutler.marines.mil,11908,18713,10207,1.571464562,17.57154854,11908
mcconnell.af.mil,11908,13609,11908,1.142845146,0,13609
mg.usembassy.gov,11908,15310,10207,1.285690292,83.57188445,11908
moncrief.tricare.mil,11908,15310,8506,1.285690292,185.1438529,11908
mrdc.amedd.army.mil,11908,20414,13609,1.714309708,17.85723883,11908
munson.tricare.mil,11908,15310,10207,1.285690292,36.1430131,11908
mz.usembassy.gov,11908,49333,11908,4.142845146,253.8584985,11908
nao.usace.army.mil,11908,20414,10207,1.714309708,17.14292912,11908
nccdb.fmcsa.dot.gov,11908,40828,13609,3.428619416,243.1441048,13609
nwk.usace.army.mil,11908,11908,11908,1,11.57146456,11908
ocr.od.nih.gov,11908,34023,11908,2.857154854,91.57188445,10207
onhir.gov,11908,18713,8506,1.571464562,5.571464562,11908
opa-fpclinicdb.hhs.gov,11908,17012,11908,1.428619416,15.28577427,11908
pacaf.af.mil,11908,18713,13609,1.571464562,6.857154854,11908
peosoldier.army.mil,11908,13609,11908,1.142845146,34.28585825,11908
permits.performance.gov,11908,11908,10207,1,0,11908
prevention.va.gov,11908,17012,10207,1.428619416,22.42870339,8506
psmagazine.army.mil,11908,13609,10207,1.142845146,205.7153174,10207
pugetsound.va.gov,11908,18713,15310,1.571464562,3.285690292,11908
rehab.research.va.gov,11908,13609,8506,1.142845146,14.14292912,10207
robodeidentidad.gov,11908,37425,8506,3.142845146,58.57171649,11908
roman.gsfc.nasa.gov,11908,49333,11908,4.142845146,401.8592543,11908
seek.niehs.nih.gov,11908,17012,10207,1.428619416,0.285690292,11908
sigar.mil,11908,17012,10207,1.428619416,2.714309708,11908
sublant.usff.navy.mil,11908,231357,11908,19.42870339,93.85765872,15310
svsdev.gsfc.nasa.gov,11908,32322,1701,2.714309708,438.4308028,10207
swl.usace.army.mil,11908,27218,11908,2.285690292,7.714309708,13609
trek.nasa.gov,11908,17012,11908,1.428619416,28.28585825,11908
usfj.mil,11908,20414,8506,1.714309708,71.00033591,11908
uts.nlm.nih.gov,11908,15310,6805,1.285690292,5.571464562,11908
vendorportal.ecms.va.gov,11908,13609,6805,1.142845146,3.142845146,10207
warren.af.mil,11908,15310,10207,1.285690292,16.14292912,11908
washingtondc.va.gov,11908,45931,15310,3.857154854,201.1439368,17012
wcms-wp.cdc.gov,11908,85058,3402,7.142929123,964.5764192,13609
wdolhome.sam.gov,11908,22115,11908,1.857154854,21.85723883,13609
whiteman.af.mil,11908,17012,10207,1.428619416,69.57180047,11908
wright.nasa.gov,11908,17012,13609,1.428619416,9.285774269,11908
21tsc.army.mil,10207,22115,6805,2.166650338,86.16586656,10207
accessibility.18f.gov,10207,17012,3402,1.666699324,199.3315372,10207
aff.gov,10207,34023,6805,3.333300676,25.16645439,10207
airbornescience.nasa.gov,10207,15310,8506,1.499951014,138.1654747,10207
akama.arc.nasa.gov,10207,15310,3402,1.499951014,29.33310473,10207
annapolis.tricare.mil,10207,34023,6805,3.333300676,339.8303125,10207
ao.usembassy.gov,10207,22115,8506,2.166650338,171.1651808,8506
api.data.gov,10207,15310,8506,1.499951014,25.49975507,10207
armycivilianservice.usajobs.gov,10207,45931,3402,4.499951014,78.49926521,10207
asrs.arc.nasa.gov,10207,13609,10207,1.333300676,25.33310473,10207
augusta.va.gov,10207,18713,8506,1.833349662,25.66640541,11908
aura.gsfc.nasa.gov,10207,18713,3402,1.833349662,289.3307534,10207
birmingham.va.gov,10207,18713,6805,1.833349662,97.49916724,10207
bjatta.bja.ojp.gov,10207,13609,10207,1.333300676,0.166650338,10207
buchanan.armymwr.com,10207,8506,6805,0.833349662,0,8506
careers.occ.gov,10207,30621,11908,3,33.33300676,10207
cco.ndu.edu,10207,11908,10207,1.166650338,4.83325169,10207
cemm.af.mil,10207,10207,10207,1,0,10207
cherrypoint.marines.mil,10207,22115,11908,2.166650338,19.99980406,13609
childstats.gov,10207,20414,10207,2,57.99951014,10207
closedbanks.fdic.gov,10207,11908,10207,1.166650338,5,10207
community.lincs.ed.gov,10207,40828,10207,4,475.8291369,8506
content-guide.18f.gov,10207,17012,8506,1.666699324,5.333300676,10207
ctdb.nichd.nih.gov,10207,13609,5103,1.333300676,45.99960811,10207
cybercom.mil,10207,27218,10207,2.666601352,42.33300676,10207
doctrine.af.mil,10207,17012,10207,1.666699324,67.16606251,10207
dpcpsi.nih.gov,10207,27218,11908,2.666601352,212.4980895,11908
ecps.nih.gov,10207,15310,3402,1.499951014,0.333300676,10207
edit.medicare.gov,10207,10207,10207,1,0,10207
edrn.nci.nih.gov,10207,17012,5103,1.666699324,142.6654257,11908
efile.fara.gov,10207,52736,3402,5.166650338,547.9951994,10207
eglin.tricare.mil,10207,18713,6805,1.833349662,14.49985304,10207
eisenhower.tricare.mil,10207,23816,8506,2.333300676,51.33290879,10207
emtoolbox.nist.gov,10207,962852,1701,94.3325169,1000.491134,10207
eog-tmng.uspto.gov,10207,13609,10207,1.333300676,342.9969629,5103
epic.gsfc.nasa.gov,10207,23816,10207,2.333300676,97.16576859,10207
erds.niaid.nih.gov,10207,30621,1701,3,453.8293328,8506
eweb1.sba.gov,10207,18713,10207,1.833349662,135.1654747,10207
fdasis.nlm.nih.gov,10207,23816,8506,2.333300676,48.66620946,8506
finder.healthcare.gov,10207,71448,10207,6.999902028,508.1621436,8506
fra.dot.gov,10207,13609,11908,1.333300676,0,11908
fsapps.nwcg.gov,10207,18713,5103,1.833349662,21.66650338,10207
gc.noaa.gov,10207,15310,8506,1.499951014,346.3302635,10207
healthquality.va.gov,10207,13609,10207,1.333300676,269.3309493,10207
help.hrsa.gov,10207,28920,10207,2.833349662,123.832272,8506
help.waterdata.usgs.gov,10207,17012,10207,1.666699324,53.16616048,10207
hill.tricare.mil,10207,22115,6805,2.166650338,88.99921622,10207
hirevets.gov,10207,15310,6805,1.499951014,66.33271284,10207
hqrio.afrc.af.mil,10207,18713,6805,1.833349662,52.49955913,10207
hurlburt.tricare.mil,10207,10207,5103,1,0,10207
icite.od.nih.gov,10207,32322,8506,3.166650338,73.33271284,11908
id.nlm.nih.gov,10207,23816,10207,2.333300676,26.83305575,11908
irwin.armymwr.com,10207,20414,5103,2,126.832174,10207
irwin.tricare.mil,10207,25517,6805,2.499951014,384.3299696,10207
j1visawaiverrecommendation.state.gov,10207,389564,5103,38.16635642,907.3253649,13609
jtfb.southcom.mil,10207,10207,8506,1,0.833349662,10207
keesler.tricare.mil,10207,52736,8506,5.166650338,61.66611149,10207
landsat.visibleearth.nasa.gov,10207,52736,11908,5.166650338,26.83305575,11908
leadership.opm.gov,10207,20414,8506,2,136.332125,10207
leonard-wood.tricare.mil,10207,20414,6805,2,30.49975507,10207
lrp.usace.army.mil,10207,18713,13609,1.833349662,20.16645439,13609
luke.af.mil,10207,27218,10207,2.666601352,279.3308514,10207
maryland.va.gov,10207,39126,11908,3.83325169,90.16586656,11908
maxwell.af.mil,10207,15310,11908,1.499951014,7.666601352,10207
mcjrotc.marines.mil,10207,17012,10207,1.666699324,134.4987754,10207
meade.armymwr.com,10207,34023,10207,3.333300676,73.9993142,11908
meshb-prev.nlm.nih.gov,10207,28920,11908,2.833349662,17.66650338,10207
moody.af.mil,10207,11908,10207,1.166650338,57.16616048,10207
mvs.usace.army.mil,10207,13609,10207,1.333300676,17.83315372,10207
nhchawaii.tricare.mil,10207,20414,6805,2,204.1648868,11908
nisar.jpl.nasa.gov,10207,20414,11908,2,4.333300676,11908
ntia.gov,10207,10207,6805,1,0,10207
nwo.usace.army.mil,10207,15310,10207,1.499951014,13.16655237,10207
oar.nih.gov,10207,13609,5103,1.333300676,177.4984814,10207
oni.navy.mil,10207,22115,10207,2.166650338,71.66601352,10207
open.defense.gov,10207,17012,10207,1.666699324,13.66650338,11908
paymentaccuracy.gov,10207,17012,5103,1.666699324,30.33310473,10207
pensacola.tricare.mil,10207,10207,6805,1,2,10207
pg.usembassy.gov,10207,11908,10207,1.166650338,31.49975507,10207
poplarbluff.va.gov,10207,20414,5103,2,51.16625845,10207
portal-beta.fmcsa.dot.gov,10207,10207,10207,1,0,10207
presidentialinnovationfellows.gov,10207,25517,10207,2.499951014,267.4975997,10207
prhome.defense.gov,10207,35724,10207,3.499951014,126.4988733,11908
prod.stb.gov,10207,27218,6805,2.666601352,87.3325169,10207
prs.mil,10207,17012,3402,1.666699324,232.8312923,10207
recruiting.af.mil,10207,11908,10207,1.166650338,255.664446,10207
retirees.af.mil,10207,11908,8506,1.166650338,14.16655237,10207
revenuedata.doi.gov,10207,18713,10207,1.833349662,89.49916724,10207
roseburg.va.gov,10207,51035,8506,5,11.83325169,17012
rps.nasa.gov,10207,11908,11908,1.166650338,84.99921622,10207
rsc.niaid.nih.gov,10207,15310,8506,1.499951014,20.49985304,10207
safetydata.fra.dot.gov,10207,66345,6805,6.499951014,850.4925051,10207
software.nasa.gov,10207,30621,11908,3,23.49975507,11908
spl.usace.army.mil,10207,28920,10207,2.833349662,197.9982365,11908
spokane.va.gov,10207,17012,8506,1.666699324,86.66591555,10207
sqa.eauth.va.gov,10207,18713,5103,1.833349662,487.3289899,10207
stlouis.va.gov,10207,20414,11908,2,40.4996571,11908
tcc.export.gov,10207,11908,10207,1.166650338,2.833349662,10207
usarcent.army.mil,10207,30621,8506,3,16.49985304,10207
ut.ng.mil,10207,22115,10207,2.166650338,18.66650338,10207
weed-irwin.tricare.mil,10207,11908,8506,1.166650338,4,10207
ylai.state.gov,10207,13609,10207,1.333300676,15.83315372,10207
yokosuka.tricare.mil,10207,25517,8506,2.499951014,26.49975507,10207
10thaamdc.army.mil,8506,34023,3402,3.999882436,87.59746062,8506
4innovation.cms.gov,8506,219449,6805,25.79931813,1456.35857,8506
501csw.usafe.af.mil,8506,8506,8506,1,0,8506
7atc.army.mil,8506,22115,6805,2.599929462,393.1888079,6805
accessibility.digital.gov,8506,13609,8506,1.599929462,83.59757818,8506
addiction.surgeongeneral.gov,8506,8506,8506,1,0,8506
afsfc.af.mil,8506,10207,8506,1.199976487,6.999764872,8506
aircrafticing.grc.nasa.gov,8506,56138,5103,6.599811897,369.9895368,8506
airforcespecialtactics.af.mil,8506,20414,5103,2.399952974,23.79931813,8506
al.ng.mil,8506,22115,6805,2.599929462,107.5969904,8506
alaska.va.gov,8506,20414,6805,2.399952974,29.79920056,10207
altus.af.mil,8506,11908,6805,1.399952974,8.599811897,8506
andersen.af.mil,8506,8506,8506,1,14.39960028,6805
answers.usgs.gov,8506,10207,6805,1.199976487,36.99894192,6805
antibodies.cancer.gov,8506,20414,5103,2.399952974,62.19821303,8506
arlweb.msha.gov,8506,13609,8506,1.599929462,570.5838232,6805
arnold.af.mil,8506,28920,8506,3.399952974,167.5952269,8506
blackmarble.gsfc.nasa.gov,8506,8506,1701,1,0,8506
blog.response.restoration.noaa.gov,8506,8506,6805,1,29.39913003,8506
bmtflightphotos.af.mil,8506,62943,6805,7.39983541,464.9868328,8506
buoybay.noaa.gov,8506,13609,6805,1.599929462,321.7908535,8506
bw.usembassy.gov,8506,15310,8506,1.799905949,216.5938161,8506
c2f.usff.navy.mil,8506,39126,5103,4.599811897,185.3947802,8506
cannon.af.mil,8506,10207,3402,1.199976487,0.399952974,8506
charleston.va.gov,8506,11908,8506,1.399952974,0,8506
cit.nih.gov,8506,20414,10207,2.399952974,50.79861274,10207
covid-relief-data.ed.gov,8506,15310,6805,1.799905949,396.9887138,5103
covid19community.nih.gov,8506,8506,6805,1,102.1971549,6805
cte.ed.gov,8506,15310,6805,1.799905949,333.1905714,8506
daac.gsfc.nasa.gov,8506,10207,6805,1.199976487,743.378909,6805
data.ers.usda.gov,8506,47632,11908,5.599811897,0,15310
developer.va.gov,8506,10207,6805,1.199976487,27.79920056,5103
dinfos.dma.mil,8506,23816,5103,2.799905949,173.7950858,10207
director.jsc.nasa.gov,8506,8506,3402,1,0,8506
error.vba.va.gov,8506,11908,10207,1.399952974,0,11908
farallones.noaa.gov,8506,18713,8506,2.199976487,2.599929462,8506
fermi.gsfc.nasa.gov,8506,10207,10207,1.199976487,0,8506
finance.ocfo.gsa.gov,8506,166713,3402,19.59945921,1175.166588,8506
financialresearch.gov,8506,8506,8506,1,0,8506
flowergarden.noaa.gov,8506,10207,6805,1.199976487,0.399952974,8506
flowsmapper.geo.census.gov,8506,11908,8506,1.399952974,93.79731954,8506
foh.psc.gov,8506,15310,8506,1.799905949,136.7961439,8506
forfeiture.gov,8506,13609,8506,1.599929462,29.79920056,8506
fredgacosta.jobcorps.gov,8506,34023,1701,3.999882436,309.3912532,8506
gcn.gsfc.nasa.gov,8506,10207,3402,1.199976487,57.59840113,8506
groundwaterwatch.usgs.gov,8506,27218,6805,3.199858923,7.39983541,8506
hines.va.gov,8506,17012,10207,2,58.19833059,8506
historicalcharts.noaa.gov,8506,13609,6805,1.599929462,86.59757818,8506
honeybeenet.gsfc.nasa.gov,8506,56138,6805,6.599811897,174.7950858,8506
i736.cbp.dhs.gov,8506,8506,5103,1,0,8506
iimef.marines.mil,8506,13609,8506,1.599929462,184.7947331,8506
ilea.state.gov,8506,23816,5103,2.799905949,297.7915589,8506
inss.ndu.edu,8506,8506,8506,1,0,8506
integrity.gov,8506,10207,5103,1.199976487,129.9963555,8506
ir.usembassy.gov,8506,10207,8506,1.199976487,165.3952504,8506
jacksonville.tricare.mil,8506,15310,8506,1.799905949,43.39877733,8506
jats.nlm.nih.gov,8506,61241,8506,7.199741359,322.590877,8506
jbab.jb.mil,8506,10207,6805,1.199976487,291.5917,8506
junction.niehs.nih.gov,8506,22115,8506,2.599929462,18.39948272,3402
kaiserslautern.armymwr.com,8506,11908,6805,1.399952974,39.59887138,8506
keller.tricare.mil,8506,37425,8506,4.39983541,111.9968258,8506
kimbrough.tricare.mil,8506,37425,8506,4.39983541,467.1866917,10207
listo.gov,8506,15310,8506,1.799905949,79.99776628,8506
littlerock.af.mil,8506,10207,8506,1.199976487,128.3963085,8506
lrb.usace.army.mil,8506,6805,5103,0.800023513,0,6805
lrc.usace.army.mil,8506,22115,6805,2.599929462,78.99776628,10207
ls.usembassy.gov,8506,10207,5103,1.199976487,82.99764872,8506
lta.cr.usgs.gov,8506,10207,10207,1.199976487,72.99788385,8506
lu.usembassy.gov,8506,10207,8506,1.199976487,73.59793087,5103
madison.va.gov,8506,17012,6805,2,31.799083,8506
maps.ngdc.noaa.gov,8506,8506,8506,1,1.399952974,8506
maps.usgs.gov,8506,8506,5103,1,44.19880085,6805
mclbbarstow.marines.mil,8506,10207,8506,1.199976487,23.39936515,8506
mepi.state.gov,8506,17012,6805,2,111.5968728,8506
miami.va.gov,8506,15310,10207,1.799905949,11.79967082,10207
misawa.af.mil,8506,18713,6805,2.199976487,121.1965671,8506
montereybay.noaa.gov,8506,52736,8506,6.199858923,19.59945921,8506
mt.usembassy.gov,8506,22115,10207,2.599929462,103.9970609,8506
mvp.usace.army.mil,8506,13609,6805,1.599929462,16.39948272,8506
mw.usembassy.gov,8506,8506,8506,1,0,8506
mypba.pbgc.gov,8506,11908,6805,1.399952974,29.19915354,6805
nasapeople.nasa.gov,8506,8506,8506,1,31.59910651,6805
ncea.acl.gov,8506,17012,8506,2,55.59840113,10207
ne.usembassy.gov,8506,20414,6805,2.399952974,45.9987068,8506
nist.time.gov,8506,13609,6805,1.599929462,402.3885493,8506
nrt3.modaps.eosdis.nasa.gov,8506,8506,5103,1,654.3813779,6805
nsep.gov,8506,25517,6805,2.999882436,54.19844815,8506
nssdc.gsfc.nasa.gov,8506,20414,10207,2.399952974,72.39795439,6805
nwd.usace.army.mil,8506,10207,8506,1.199976487,4.599811897,8506
nwrfc.noaa.gov,8506,10207,5103,1.199976487,19.99941218,8506
odni.gov,8506,11908,8506,1.399952974,11.19962379,8506
oig.treasury.gov,8506,20414,6805,2.399952974,257.992711,10207
pa.ng.mil,8506,13609,8506,1.599929462,170.7952034,8506
partners.login.gov,8506,10207,8506,1.199976487,530.5848813,5103
patientcare.va.gov,8506,20414,13609,2.399952974,20.39936515,8506
pbrn.ahrq.gov,8506,8506,8506,1,0,8506
pds.nasa.gov,8506,11908,8506,1.399952974,92.79731954,6805
pfpa.mil,8506,11908,8506,1.399952974,120.5965201,8506
phoenix.va.gov,8506,25517,11908,2.999882436,402.1885728,8506
policy.defense.gov,8506,25517,8506,2.999882436,34.19903597,8506
pppl.gov,8506,45931,8506,5.39983541,345.1902187,8506
preview.weather.gov,8506,18713,10207,2.199976487,421.5880555,10207
programregistration.usps.com,8506,73150,5103,8.599811897,125.3964261,3402
pubs.giss.nasa.gov,8506,11908,10207,1.399952974,14.99952974,8506
sandiego.tricare.mil,8506,22115,6805,2.599929462,318.1909241,8506
sanfrancisco.va.gov,8506,10207,8506,1.199976487,35.59898895,8506
sbir.cancer.gov,8506,8506,8506,1,0,8506
scienceandtechnology.jpl.nasa.gov,8506,28920,11908,3.399952974,202.7942629,10207
search.ers.usda.gov,8506,10207,6805,1.199976487,4.999882436,8506
search.usmarshals.gov,8506,13609,6805,1.599929462,40.19880085,8506
sk.usembassy.gov,8506,20414,10207,2.399952974,369.9895368,8506
skyview.gsfc.nasa.gov,8506,18713,6805,2.199976487,153.1956266,8506
strbase.nist.gov,8506,15310,5103,1.799905949,11.19962379,8506
surveys.nces.ed.gov,8506,102069,5103,11.99964731,681.180696,10207
swg.usace.army.mil,8506,20414,8506,2.399952974,241.3931343,11908
swt.usace.army.mil,8506,17012,8506,2,60.19833059,8506
tam.usace.army.mil,8506,40828,6805,4.799905949,276.3921937,8506
teenpregnancy.acf.hhs.gov,8506,13609,8506,1.599929462,13.79955326,8506
text-message.blogs.archives.gov,8506,13609,10207,1.599929462,5.999882436,10207
tg.usembassy.gov,8506,30621,8506,3.599929462,38.99894192,8506
townhall.nasa.gov,8506,10207,5103,1.199976487,15.79955326,8506
travel.reporting.gov,8506,8506,1701,1,0,8506
trumpadministration.archives.performance.gov,8506,17012,5103,2,0,11908
trumplibrary.gov,8506,23816,8506,2.799905949,67.79802492,8506
tucson.va.gov,8506,22115,6805,2.599929462,52.99847167,8506
uscis.usajobs.gov,8506,8506,8506,1,18.19950623,8506
volunteer.va.gov,8506,13609,10207,1.599929462,49.99858923,5103
vsac.nlm.nih.gov,8506,11908,5103,1.399952974,367.9895368,5103
warrelatedillness.va.gov,8506,11908,8506,1.399952974,816.5767693,5103
whiteriver.va.gov,8506,11908,3402,1.399952974,11.99964731,8506
womenshealth.va.gov,8506,17012,10207,2,20.19938867,11908
